Title,Body,User_login,Author_association,Label_name_list,State,Created_at,Comments,Comments_url,Html_url,Id,Url,Repository_url,User_url,User_id,User_html_url,repo_id,repo_name,repo_html_url,repo_description,repo_fork,repo_created_at,repo_updated_at,repo_forks,repo_stars,repo_language,user_created_at,user_updated_at,user_followers,user_public_repos,bio
"can we add sounds for the 3, 2, 1, SNAPSHOT? just a beep?",,lianchang,COLLABORATOR,enhancement/,closed,2012-06-08T20:37:44Z,2,https://api.github.com/repos/drewww/me-moji/issues/29/comments,https://github.com/drewww/me-moji/issues/29,4978460,https://api.github.com/repos/drewww/me-moji/issues/29,https://api.github.com/repos/drewww/me-moji,https://api.github.com/users/lianchang,1783310,https://github.com/lianchang,4454925,me-moji,https://github.com/drewww/me-moji,A website for collecting faces of people trying to look like emoji!,FALSE,2012-05-26T13:09:53Z,2013-11-04T03:06:12Z,0,1,CSS,2012-05-27T18:21:11Z,2019-09-01T03:34:14Z,2,0,
how can I use django-facebook to do fql queries?,"Hello! I have a problem, I need to get the facebook user's Country, city and state but I don't know how to use django-facebook to do a fql query that returns it. I have tried in my browser the following:

https://api.facebook.com/method/fql.query?query=SELECT%20current_location%20FROM%20user%20WHERE%20uid=4&access_token=ACCESS_TOKEN

And it worked for me, but searching a little more brings me to this post http://stackoverflow.com/questions/2721927/how-can-i-execute-a-fql-query-with-facebook-graph-api and the first answer tells me that I don't have to use facebook api instead of graph api.

So , again, my question is: how can I use django-facebook to do fql queries?

Please somebody help me!! 
",ada-pineda,NONE,None,closed,2012-06-26T22:04:06Z,2,https://api.github.com/repos/tschellenbach/Django-facebook/issues/153/comments,https://github.com/tschellenbach/Django-facebook/issues/153,5284875,https://api.github.com/repos/tschellenbach/Django-facebook/issues/153,https://api.github.com/repos/tschellenbach/Django-facebook,https://api.github.com/users/ada-pineda,1825686,https://github.com/ada-pineda,648127,Django-facebook,https://github.com/tschellenbach/Django-facebook,Facebook open graph api implementation using the Django web framework in python,FALSE,2010-05-05T10:00:50Z,2020-06-23T10:41:12Z,550,1403,Python,2012-06-07T05:22:04Z,2014-06-11T23:18:54Z,0,1,
Decide on adding more custom exceptions (or not) and find places that need them,,bgriswold,MEMBER,None,closed,2012-06-15T16:47:22Z,1,https://api.github.com/repos/SharpRepository/SharpRepository/issues/8/comments,https://github.com/SharpRepository/SharpRepository/issues/8,5096200,https://api.github.com/repos/SharpRepository/SharpRepository/issues/8,https://api.github.com/repos/SharpRepository/SharpRepository,https://api.github.com/users/bgriswold,1747236,https://github.com/bgriswold,4514047,SharpRepository,https://github.com/SharpRepository/SharpRepository,"C# Generic Repository for use with Entity Framework, RavenDB and more with built-in caching options.",FALSE,2012-05-31T23:09:08Z,2020-07-01T17:03:11Z,148,486,C#,2012-05-16T21:59:41Z,2020-04-23T17:29:21Z,8,10,
Call `apt-get update` before installing,"Fixes RabbitMQ install+launch.

See discussion at https://groups.google.com/forum/?fromgroups#!topic/brooklyn-dev/uNkg_Y-mu00
",aledsage,MEMBER,None,closed,2012-06-19T15:40:14Z,1,https://api.github.com/repos/brooklyncentral/brooklyn/issues/169/comments,https://github.com/brooklyncentral/brooklyn/pull/169,5149325,https://api.github.com/repos/brooklyncentral/brooklyn/issues/169,https://api.github.com/repos/brooklyncentral/brooklyn,https://api.github.com/users/aledsage,593113,https://github.com/aledsage,3876814,brooklyn,https://github.com/brooklyncentral/brooklyn,This project has moved and is now part of the ASF,FALSE,2012-03-30T13:23:26Z,2020-04-09T19:52:03Z,27,70,Java,2011-01-31T16:56:28Z,2020-05-19T12:34:19Z,21,61,"VP Engineering at Cloudsoft: cloud, devops and distributed systems engineer."
Upload PPT Files,"We need to convert PPT to PDF on the server, maybe using Tian Le's docsplit-paperclip-processor
https://github.com/tienle/docsplit-paperclip-processor
",caseywatts,OWNER,None,closed,2012-06-19T23:17:58Z,2,https://api.github.com/repos/caseywatts/Slidee/issues/1/comments,https://github.com/caseywatts/Slidee/issues/1,5158635,https://api.github.com/repos/caseywatts/Slidee/issues/1,https://api.github.com/repos/caseywatts/Slidee,https://api.github.com/users/caseywatts,273653,https://github.com/caseywatts,3394469,Slidee,https://github.com/caseywatts/Slidee,,FALSE,2012-02-09T05:08:26Z,2013-10-16T02:57:24Z,0,1,Ruby,2010-05-11T18:41:43Z,2020-06-24T02:58:29Z,80,140,
Python 2.6 compatibility,"You use OrderedDict from python 2.7. If you would provide a fallback as described in http://stackoverflow.com/questions/1617078/ordereddict-for-older-versions-of-python more people could use your package.

Also, setup.py line 15 until 20 magic fails on my server. Do you really need that? I suggest to remove magic and lower the entrance barrier for people to use the package.

I haven't really looked into the rest of your code yet but I like the idea of your project.
",dmr,NONE,None,closed,2012-06-05T07:13:32Z,3,https://api.github.com/repos/mk-fg/graphite-metrics/issues/1/comments,https://github.com/mk-fg/graphite-metrics/issues/1,4903388,https://api.github.com/repos/mk-fg/graphite-metrics/issues/1,https://api.github.com/repos/mk-fg/graphite-metrics,https://api.github.com/users/dmr,128286,https://github.com/dmr,3830105,graphite-metrics,https://github.com/mk-fg/graphite-metrics,metric collectors  for various stuff not (or poorly) handled by other monitoring daemons,FALSE,2012-03-26T06:06:46Z,2019-08-13T14:59:30Z,3,85,Python,2009-09-17T21:10:14Z,2020-06-15T15:25:07Z,36,63,
template breaks in IE when converted to dreamweaver template,"When I built a site based on this template and tested it in IE9 and IE8 they both triggered quirks mode and made the site look a mess.

I checked my `X-UA-Compatible` which was set to `<meta http-equiv=""X-UA-Compatible"" content=""IE=edge,chrome=1"">` but this didn't resolve it.

It turns out that the conditional comments on the `<html>` tag confuses the dreamweaver template system into putting its template mapping comments above the doctype which threw it into quirks mode.

It was a tricky one to debug as well because that tag isn't shown in the view source of the template.

Here is the offending code:

```
<!--[if lt IE 7]> <html class=""no-js lt-ie9 lt-ie8 lt-ie7"" lang=""en""> <![endif]-->
<!--[if IE 7]>    <html class=""no-js lt-ie9 lt-ie8"" lang=""en""> <![endif]-->
<!--[if IE 8]>    <html class=""no-js lt-ie9"" lang=""en""> <![endif]-->
<!--[if gt IE 8]><!--> <html class=""no-js"" lang=""en""> <!--<![endif]-->
```

Here is the thread that made me realise what had happened:
http://stackoverflow.com/questions/6294301/dreamweaver-causing-quirks-mode-in-internet-explorer

I don't know if this is something that could be hung off the body tag instead? If not this information should at least be added to the documentation wiki.
",rtpHarry,NONE,None,closed,2012-06-26T21:23:22Z,1,https://api.github.com/repos/verekia/initializr-template/issues/10/comments,https://github.com/verekia/initializr-template/issues/10,5284038,https://api.github.com/repos/verekia/initializr-template/issues/10,https://api.github.com/repos/verekia/initializr-template,https://api.github.com/users/rtpHarry,1038062,https://github.com/rtpHarry,2944250,initializr-template,https://github.com/verekia/initializr-template,Initializr's generated page,FALSE,2011-12-09T00:32:32Z,2020-06-12T09:47:33Z,397,1131,,2011-09-09T08:32:01Z,2020-05-10T20:55:58Z,28,95,"Digital nomad, travelling the world, sporadically contributing to open source projects."
Python object lists,"Python lists of MeiElement/MeiAttribute objects do not play well with the python bindings of the C++ functions.

for example:

```
attrs = nc.getAttributes()

# manipulate the array somehow
attrs.pop()

nc.setAttributes(attrs)
```

Results in:

```
MeiElement.setAttributes(MeiElement, list)
did not match C++ signature:
    setAttributes(mei::MeiElement {lvalue}, std::vector<mei::MeiAttribute*, std::allocator<mei::MeiAttribute*> >)
```
",gburlet,NONE,Python Bindings/,closed,2012-06-23T00:23:16Z,5,https://api.github.com/repos/DDMAL/libmei/issues/63/comments,https://github.com/DDMAL/libmei/issues/63,5226265,https://api.github.com/repos/DDMAL/libmei/issues/63,https://api.github.com/repos/DDMAL/libmei,https://api.github.com/users/gburlet,1033190,https://github.com/gburlet,2055650,libmei,https://github.com/DDMAL/libmei,C++ library and Python bindings for the Music Encoding Initiative format,FALSE,2011-07-15T21:26:59Z,2020-03-25T09:37:51Z,16,43,C++,2011-09-07T14:58:16Z,2020-06-19T04:49:53Z,35,23,Machine learning and music; that's what I do.
przezroczystość cząsteczek,"Dodałem przezroczystość do cząsteczek, w sumie dość krytyczny element w systemie cząsteczkowym, ale są z nim małe problemy. O ile cząsteczki na tle tła są poprawnie przezroczyste, o tyle cząsteczki ciągle mogą przysłonić się nawzajem, nawet przezroczystymi rogami. Nie mam pojęcia czemu.

Nie mamy szczęścia do przezroczystości :/
",kamilk,OWNER,bug/,closed,2012-06-13T18:05:34Z,2,https://api.github.com/repos/kamilk/asteroids/issues/17/comments,https://github.com/kamilk/asteroids/issues/17,5053417,https://api.github.com/repos/kamilk/asteroids/issues/17,https://api.github.com/repos/kamilk/asteroids,https://api.github.com/users/kamilk,677388,https://github.com/kamilk,4103271,asteroids,https://github.com/kamilk/asteroids,trójwymiarowy remake gry Asteroids - projekt z Grafiki Komputerowej / a 3D Asteroids remake (an academic project),FALSE,2012-04-22T10:44:11Z,2014-05-14T10:25:01Z,0,1,C#,2011-03-18T16:16:04Z,2020-01-21T09:13:20Z,0,10,
"when you share via facebook, the thumbnail is the white mask, not the image.","emailing you a screenshot.
",lianchang,COLLABORATOR,bug/,closed,2012-06-13T01:53:08Z,2,https://api.github.com/repos/drewww/me-moji/issues/54/comments,https://github.com/drewww/me-moji/issues/54,5038947,https://api.github.com/repos/drewww/me-moji/issues/54,https://api.github.com/repos/drewww/me-moji,https://api.github.com/users/lianchang,1783310,https://github.com/lianchang,4454925,me-moji,https://github.com/drewww/me-moji,A website for collecting faces of people trying to look like emoji!,FALSE,2012-05-26T13:09:53Z,2013-11-04T03:06:12Z,0,1,CSS,2012-05-27T18:21:11Z,2019-09-01T03:34:14Z,2,0,
Authorization/ profile and interface with open ID ,"Be able to define authorization per page/ object . Sign on using openID as test, but keep loose coupling between openID and Django code. 

Provide profile for each Person. 
",sjoerdk,MEMBER,None,closed,2012-06-15T09:19:23Z,3,https://api.github.com/repos/comic/grand-challenge.org/issues/11/comments,https://github.com/comic/grand-challenge.org/issues/11,5088803,https://api.github.com/repos/comic/grand-challenge.org/issues/11,https://api.github.com/repos/comic/grand-challenge.org,https://api.github.com/users/sjoerdk,1818641,https://github.com/sjoerdk,4557968,grand-challenge.org,https://github.com/comic/grand-challenge.org,A platform for end-to-end development of machine learning solutions in biomedical imaging,FALSE,2012-06-05T09:26:39Z,2020-07-01T07:49:01Z,26,67,Python,2012-06-05T09:22:55Z,2020-06-30T19:59:39Z,3,30,
Studio: find highlight not clear enough,"I have some difficulties to see the highlight of the find function. The gray highlight is not enough contrasted when you have big codes. I suggest to color the highight in green.
",mbonani,MEMBER,Wish/,closed,2012-06-29T11:20:28Z,6,https://api.github.com/repos/aseba-community/aseba/issues/93/comments,https://github.com/aseba-community/aseba/issues/93,5348828,https://api.github.com/repos/aseba-community/aseba/issues/93,https://api.github.com/repos/aseba-community/aseba,https://api.github.com/users/mbonani,1000934,https://github.com/mbonani,2191449,aseba,https://github.com/aseba-community/aseba,"Aseba is a set of tools which allow beginners to program robots easily and efficiently. To contact us, please open an issue.",FALSE,2011-08-11T14:03:08Z,2020-03-18T14:57:08Z,64,43,C++,2011-08-24T07:27:25Z,2020-07-01T08:29:04Z,3,34,
Centrally Managed Tickets-Perms -UI/repo for Manager/Producer/Leader,"[1] https://github.com/jeffWelling/ticgit/issues/57
",heoa,NONE,None,closed,2012-06-28T21:00:48Z,7,https://api.github.com/repos/jeffWelling/ticgit/issues/58/comments,https://github.com/jeffWelling/ticgit/issues/58,5332524,https://api.github.com/repos/jeffWelling/ticgit/issues/58,https://api.github.com/repos/jeffWelling/ticgit,https://api.github.com/users/heoa,1807927,https://github.com/heoa,319646,ticgit,https://github.com/jeffWelling/ticgit,"Git based distributed ticketing system, including a command line client and web viewer",TRUE,2009-09-28T07:35:29Z,2020-05-19T02:26:37Z,29,263,Ruby,2012-06-01T20:44:12Z,2020-06-17T14:28:22Z,7,137,
Model.facets :with => doesn't accept variable,"```
@facets = Model.facets :with => {:foo  =>  true}
```

Is working fine

but 
     @facets_set = {:foo =>  true}
     @facets = Model.facets :with => @facets_set

doesn't consider the :with parameter, it doesnt render any error, just send me back all results from Model.
Can you help me to solve that ?
",deneuxa,CONTRIBUTOR,None,closed,2012-06-25T05:52:02Z,7,https://api.github.com/repos/pat/thinking-sphinx/issues/364/comments,https://github.com/pat/thinking-sphinx/issues/364,5242459,https://api.github.com/repos/pat/thinking-sphinx/issues/364,https://api.github.com/repos/pat/thinking-sphinx,https://api.github.com/users/deneuxa,359847,https://github.com/deneuxa,9525,thinking-sphinx,https://github.com/pat/thinking-sphinx,Sphinx plugin for ActiveRecord/Rails,FALSE,2008-04-14T01:28:12Z,2020-06-29T20:23:00Z,482,1592,Ruby,2010-08-10T14:32:10Z,2020-05-06T16:28:55Z,5,24,
Encoding issues using partial themes,"I have a partial theme called head.html that contains the head information of my webpage. This file has a UTF-8 encoding. When I include this page in default.html (by using the following code: '{{ theme:partial name=""head"" }}'), this will add the page but all browser will put  this part in the body instead of the head-tag.

I think because of the UTF-8 encoding some characters are interpreted incorrectly causing browser to think the body has started. With ANSI encoding everything works as expected.
",martijnlentink,NONE,None,closed,2012-06-25T23:08:08Z,4,https://api.github.com/repos/pyrocms/pyrocms/issues/1535/comments,https://github.com/pyrocms/pyrocms/issues/1535,5261605,https://api.github.com/repos/pyrocms/pyrocms/issues/1535,https://api.github.com/repos/pyrocms/pyrocms,https://api.github.com/users/martijnlentink,1891829,https://github.com/martijnlentink,759578,pyrocms,https://github.com/pyrocms/pyrocms,Pyro is an experienced and powerful Laravel PHP CMS.,FALSE,2010-07-06T12:55:25Z,2020-06-27T17:05:13Z,955,2994,PHP,2012-06-25T23:02:06Z,2020-06-30T07:45:23Z,0,6,
sand boxing plugins,"With the current implementation every plugin uses its own directory. Still if two plugins use the same assembly in different versions this will fail. The problem is at the very core of the CLR. Ideally we could unload assemblies so that everytime we use a command we just load those assemblies needed and immediately unload them afterwards. However, unloading assemblies is impossible with the current CLR. The only way to overcome this would be to load assemblies into another application domain and unload the whole application domain afterwards. However, this has it's own drawbacks because you need to use remoting than to communicate with the plugins.

If we want to go down this route we should check out: http://stackoverflow.com/questions/4145713/looking-for-a-practical-approach-to-sandboxing-net-plugins

However we might come up with a pseudo sand boxing approach where each plugin by convention sits in a directory named as the command name and then we delay the plugin loading until the very moment where the command is being used. 

This will at least work for fire and forget usages (Read: one off usage, using the oss scheduler for example). If we would use it in non-interactive mode we would still clash into a version conflict, once we mix commands that share the same assembly in different versions. Another con would be the strict convention about the directory name of the plugin. However, we could overcome this using Mono.Cecil and a new command name approach:

Mono.Cecil is capable to read into an assembly without actually loading it (in contrast to System.Reflection). We could then say that we drop the `Name` property which is now responsible to make up the command name and instead use a convention where the command class name is used. E.g.

```
public class FooCommand
{
}
```

would automatically become the ""foo"" command (omitting the ""Command"" itself)

If we want to go that route we might want to look into this:

http://stackoverflow.com/questions/4371539/lazy-loading-dlls-with-mef?rq=1

Another option might be to preprocess all plugins (e.g. with Mono.Cecil) to produce new ""runtime plugins"" which are rewritten to not clash with the assemblies. However, this could be a rocky road as well.

If we want to go that route we might want to check out this:
https://github.com/gluck/il-repack
",cburgdorf,CONTRIBUTOR,None,closed,2012-06-21T16:31:19Z,1,https://api.github.com/repos/dff-solutions/shell.me/issues/9/comments,https://github.com/dff-solutions/shell.me/issues/9,5197633,https://api.github.com/repos/dff-solutions/shell.me/issues/9,https://api.github.com/repos/dff-solutions/shell.me,https://api.github.com/users/cburgdorf,521109,https://github.com/cburgdorf,4495162,shell.me,https://github.com/dff-solutions/shell.me,shell.me - your universal shell framework,FALSE,2012-05-30T13:39:24Z,2019-09-02T14:01:23Z,1,6,C#,2010-12-13T13:14:55Z,2020-04-20T21:11:58Z,387,116,
sourceUrl won't work in Firefox,"I've tested in Chrome and Opera, both work fine,
but with Firefox, it will complain 

```
""A parameter or an operation is not supported by the underlying object"" code: ""15"" nsresult: ""0x8053000f (NS_ERROR_DOM_INVALID_ACCESS_ERR)"" location: ""http://localhost:4567/js/jquery.js Line: 8212""
```

something like that.

and it seems caused by Firefox doesn't recognize the 'withCredentials' attribute in xhrFields,
remove xhrFields option and it works for me, not sure if the option is necessary?
",curist,NONE,None,closed,2012-06-04T10:17:53Z,5,https://api.github.com/repos/uglyog/clientside-haml-js/issues/28/comments,https://github.com/uglyog/clientside-haml-js/issues/28,4885554,https://api.github.com/repos/uglyog/clientside-haml-js/issues/28,https://api.github.com/repos/uglyog/clientside-haml-js,https://api.github.com/users/curist,936474,https://github.com/curist,1927904,clientside-haml-js,https://github.com/uglyog/clientside-haml-js,Haml compiler for client side javascript view templates,FALSE,2011-06-21T07:29:17Z,2020-04-03T03:29:28Z,17,106,CoffeeScript,2011-07-25T03:57:00Z,2020-06-10T04:38:19Z,21,65,
Postgres fix,"I ran into this issue when deploying to Heroku, which runs postgresql.  

ActionView::Template::Error (PG::Error: ERROR:  column ""operators.name"" must appear in the GROUP BY clause or be used in an aggregate function
2012-06-08T10:28:28+00:00 app[web.1]: : SELECT \* FROM (SELECT count(""operators"".""id"") AS tags_count, operators.\* FROM ""operators"" INNER JOIN ""taggings"" ON ""taggings"".""taggable_id"" = ""operators"".""id"" AND ""taggings"".""taggable_type"" = 'Operator' INNER JOIN ""tags"" ON ""tags"".""id"" = ""taggings"".""tag_id"" WHERE ""tags"".""name"" IN ('music') GROUP BY ""operators"".""id"") operators ):

The requirements for group by in aggregate SQL are different than MySQL.  All column names must be listed in the group by statement.  There is good discussion about it here:

http://stackoverflow.com/questions/1769361/postgresql-group-by-different-from-mysql

Listing the model's column_names in the group by fixes the issue for postgres.
",Beans0063,CONTRIBUTOR,None,closed,2012-06-08T11:58:05Z,1,https://api.github.com/repos/bradphelan/rocket_tag/issues/17/comments,https://github.com/bradphelan/rocket_tag/pull/17,4968923,https://api.github.com/repos/bradphelan/rocket_tag/issues/17,https://api.github.com/repos/bradphelan/rocket_tag,https://api.github.com/users/Beans0063,177597,https://github.com/Beans0063,2393540,rocket_tag,https://github.com/bradphelan/rocket_tag,modern high performance tagging library for Rails 3.1 +,FALSE,2011-09-15T16:06:21Z,2019-12-11T10:11:57Z,50,149,Ruby,2010-01-06T20:18:59Z,2020-06-30T23:47:20Z,33,32,"Enablement at Twilio
Organizer San Diego VR Meetup
https://twitter.com/beanserver"
Fixed JSLint warnings and did some minor code formatting,"Very nice work!
I ran JSLint on it, added missing semicolons and some other minor optimizations on loops or indentation.
Hope you like it.
",drdla,NONE,None,closed,2012-06-22T10:52:37Z,3,https://api.github.com/repos/benpickles/peity/issues/13/comments,https://github.com/benpickles/peity/pull/13,5212139,https://api.github.com/repos/benpickles/peity/issues/13,https://api.github.com/repos/benpickles/peity,https://api.github.com/users/drdla,135148,https://github.com/drdla,379530,peity,https://github.com/benpickles/peity,"Progressive <svg> pie, donut, bar and line charts",FALSE,2009-11-20T13:49:20Z,2020-07-01T20:30:58Z,408,4167,HTML,2009-10-05T08:17:00Z,2020-06-11T11:33:16Z,12,63,
Fixed JSLint warnings and did some minor code formatting,"Very nice work!
I ran JSLint on it, added missing semicolons and some other minor optimizations on loops or indentation.
Hope you like it.
",drdla,NONE,None,closed,2012-06-22T10:52:37Z,3,https://api.github.com/repos/benpickles/peity/issues/13/comments,https://github.com/benpickles/peity/pull/13,5212139,https://api.github.com/repos/benpickles/peity/issues/13,https://api.github.com/repos/benpickles/peity,https://api.github.com/users/drdla,135148,https://github.com/drdla,379530,peity,https://github.com/benpickles/peity,"Progressive <svg> pie, donut, bar and line charts",FALSE,2009-11-20T13:49:20Z,2020-07-01T20:30:58Z,408,4167,HTML,2009-10-05T08:17:00Z,2020-06-11T11:33:16Z,12,63,
App serialization and deserialization in localstorage and when creating new offline app,,cesine,MEMBER,None,closed,2012-06-30T22:34:21Z,6,https://api.github.com/repos/FieldDB/FieldDB/issues/253/comments,https://github.com/FieldDB/FieldDB/issues/253,5370737,https://api.github.com/repos/FieldDB/FieldDB/issues/253,https://api.github.com/repos/FieldDB/FieldDB,https://api.github.com/users/cesine,196199,https://github.com/cesine,3602598,FieldDB,https://github.com/FieldDB/FieldDB,An offline/online field database which adapts to its user's terminology and I-Language.  http://fielddb.github.io,FALSE,2012-03-02T14:06:24Z,2020-06-25T06:38:29Z,44,71,JavaScript,2010-02-03T23:34:12Z,2020-06-02T12:49:38Z,206,401,
RSpec controller tests failing,"When using the header strategy for the api_version method in routes I was having trouble with my rspec tests.  For example, if I had the following in the routes:

```
api_version(:module => ""V1"", :header=>""API-VERSION"", :value=>""v1"", :default => true) do
  resources :test
end
```

Running this test:

```
describe V1::TestController do
   it ""should work"" do
       get :index
       response.code.should eq '200'
     end
end
```

Would result in this error: 

ActionController::RoutingError:
       No route matches {:controller=>""v1/test""}

I realized that if I added a namespace to versionist/routing.rb when using the header strategy, this route will work and I may then run my tests:

```
def configure_header(config, &block)
  header = Versionist::VersioningStrategy::Header.new(config)
  route_hash = {:module => config[:module], :constraints => header}
  route_hash.merge!({:defaults => config[:defaults]}) if config.has_key?(:defaults)
  scope(route_hash, &block)
  namespace(config[:value], {}, &block) # added this line
end
```

Is there another way I should be doing this? Otherwise this fix would be really helpful.
",davidmanderson,NONE,None,closed,2012-06-19T20:33:02Z,2,https://api.github.com/repos/bploetz/versionist/issues/17/comments,https://github.com/bploetz/versionist/issues/17,5155490,https://api.github.com/repos/bploetz/versionist/issues/17,https://api.github.com/repos/bploetz/versionist,https://api.github.com/users/davidmanderson,1455118,https://github.com/davidmanderson,2949173,versionist,https://github.com/bploetz/versionist,A plugin for versioning Rails based RESTful APIs.,FALSE,2011-12-09T18:37:07Z,2020-06-30T17:09:47Z,49,939,Ruby,2012-02-20T20:24:50Z,2020-06-10T23:30:33Z,4,12,
Added extra line to allow clicking outside of modal dialog to allow exit,"Just some extra functionality to make dialog boxes less cumbersome,
",joelbaranowski,CONTRIBUTOR,None,closed,2012-06-04T22:02:29Z,7,https://api.github.com/repos/lml/quadbase/issues/113/comments,https://github.com/lml/quadbase/pull/113,4898076,https://api.github.com/repos/lml/quadbase/issues/113,https://api.github.com/repos/lml/quadbase,https://api.github.com/users/joelbaranowski,1728421,https://github.com/joelbaranowski,2276030,quadbase,https://github.com/lml/quadbase,Quadbase.org - Question Banking Made Easy,FALSE,2011-08-26T19:09:35Z,2019-08-16T21:32:13Z,11,17,Ruby,2012-05-10T23:45:30Z,2016-02-27T02:13:02Z,0,9,
Studio: find highlight not clear enough,"I have some difficulties to see the highlight of the find function. The gray highlight is not enough contrasted when you have big codes. I suggest to color the highight in green.
",mbonani,MEMBER,Wish/,closed,2012-06-29T11:20:28Z,6,https://api.github.com/repos/aseba-community/aseba/issues/93/comments,https://github.com/aseba-community/aseba/issues/93,5348828,https://api.github.com/repos/aseba-community/aseba/issues/93,https://api.github.com/repos/aseba-community/aseba,https://api.github.com/users/mbonani,1000934,https://github.com/mbonani,2191449,aseba,https://github.com/aseba-community/aseba,"Aseba is a set of tools which allow beginners to program robots easily and efficiently. To contact us, please open an issue.",FALSE,2011-08-11T14:03:08Z,2020-03-18T14:57:08Z,64,43,C++,2011-08-24T07:27:25Z,2020-07-01T08:29:04Z,3,34,
using variables inside action helper,"Hello,

I am trying to create dynamic menu for a cms. I have action and target variables stored in database and I want to pass those to action helper:

```
<li><a href=""#"" {{action this.action target=this.controllername}}>{{unbound this.name}}</a></li>
```

I wrote the above code and I am getting the following error on console:

target[actionName] is undefined

return target[actionName].call(target, event);

Kindly let me know what is the right way to do this.

Regards,
Karthik
",karthikkck,NONE,None,closed,2012-06-11T10:17:30Z,2,https://api.github.com/repos/emberjs/ember.js/issues/985/comments,https://github.com/emberjs/ember.js/issues/985,5000447,https://api.github.com/repos/emberjs/ember.js/issues/985,https://api.github.com/repos/emberjs/ember.js,https://api.github.com/users/karthikkck,1090402,https://github.com/karthikkck,1801829,ember.js,https://github.com/emberjs/ember.js,Ember.js - A JavaScript framework for creating ambitious web applications,FALSE,2011-05-25T23:39:40Z,2020-07-01T16:41:04Z,4205,21482,JavaScript,2011-09-29T16:40:39Z,2016-02-27T00:53:35Z,8,10,
CustomField multible values support...,"jeaaa and again.. ;)
I hope this will be better to you...
",Wurmy,CONTRIBUTOR,None,closed,2012-06-05T20:55:39Z,5,https://api.github.com/repos/taskadapter/redmine-java-api/issues/37/comments,https://github.com/taskadapter/redmine-java-api/pull/37,4917518,https://api.github.com/repos/taskadapter/redmine-java-api/issues/37,https://api.github.com/repos/taskadapter/redmine-java-api,https://api.github.com/users/Wurmy,1697928,https://github.com/Wurmy,3977972,redmine-java-api,https://github.com/taskadapter/redmine-java-api,Redmine Java API,FALSE,2012-04-10T02:03:59Z,2020-06-01T13:28:37Z,146,236,Java,2012-05-02T07:30:14Z,2018-10-17T04:28:29Z,0,2,
error handling: catch TypeError,"I have no error handling at all. recently there have been many 500s from bamboo.io during group_by and i should capture them and either ignore or display error messages. 
",myf,MEMBER,None,closed,2012-06-07T19:49:37Z,3,https://api.github.com/repos/SEL-Columbia/bamboo-meteor-client/issues/9/comments,https://github.com/SEL-Columbia/bamboo-meteor-client/issues/9,4957798,https://api.github.com/repos/SEL-Columbia/bamboo-meteor-client/issues/9,https://api.github.com/repos/SEL-Columbia/bamboo-meteor-client,https://api.github.com/users/myf,694376,https://github.com/myf,4296996,bamboo-meteor-client,https://github.com/SEL-Columbia/bamboo-meteor-client,A basic bamboo client built on meteor.js,TRUE,2012-05-11T12:59:57Z,2013-11-19T19:33:20Z,2,4,JavaScript,2011-03-28T05:41:14Z,2020-05-16T18:36:59Z,63,61,
Missing Partial ,"I'm new to Ruby on Rails i followed the guide on rails then i got this error which i can't fix:

ActionView::MissingTemplate in Posts#new

Showing /home/jandre/Downloads/RubyForRails/blog/app/views/posts/_form.html.erb where line #29 raised:

Missing partial tags/form with {:locale=>[:en], :formats=>[:html], :handlers=>[:erb, :builder, :coffee]}. Searched in:
- ""/home/jandre/Downloads/RubyForRails/blog/app/views""

Extracted source (around line #29):

26:   </div>
27:   <h2>Tags</h2>
28:    <%= render :partial => 'tags/form',
29:               :locals => {:form => f} %>
30:   <div class=""actions"">
31:     <%= f.submit %>
32:   </div>

Trace of template inclusion: app/views/posts/new.html.erb

Rails.root: /home/jandre/Downloads/RubyForRails/blog

app/views/posts/_form.html.erb:29:in `block in _app_views_posts__form_html_erb__1175061583764259658_69931731368600'
app/views/posts/_form.html.erb:2:in`_app_views_posts__form_html_erb__1175061583764259658_69931731368600'
app/views/posts/new.html.erb:3:in `_app_views_posts_new_html_erb___2345045124576917782_69931899129680'
app/controllers/posts_controller.rb:33:in`new'

Any help will be awesome!
",GhostTheDreamWalker,NONE,None,closed,2012-06-07T08:05:11Z,1,https://api.github.com/repos/rails/rails/issues/6657/comments,https://github.com/rails/rails/issues/6657,4945636,https://api.github.com/repos/rails/rails/issues/6657,https://api.github.com/repos/rails/rails,https://api.github.com/users/GhostTheDreamWalker,1177234,https://github.com/GhostTheDreamWalker,8514,rails,https://github.com/rails/rails,Ruby on Rails,FALSE,2008-04-11T02:19:47Z,2020-07-02T00:31:26Z,18550,45910,Ruby,2011-11-07T07:02:59Z,2020-05-17T17:06:17Z,2,1,
