Title,Body,User_login,Author_association,Label_name_list,State,Created_at,Comments,Comments_url,Html_url,Id,Url,Repository_url,User_url,User_id,User_html_url,repo_id,repo_name,repo_html_url,repo_description,repo_fork,repo_created_at,repo_updated_at,repo_forks,repo_stars,repo_language,user_created_at,user_updated_at,user_followers,user_public_repos,bio
-webkit-transform: translate3d() and -webkit-font-smoothing: antialiased;,"Isotope uses _-webkit-transform: translate3d()_ to position elements, which triggers the font-smoothing to be antialiased. Type now looks skinny and is barely readable.

Using the  _-webkit-transform: translate()_ property seems to work without altering the font rendering.

A fix for this is proposed in the documentation: add the option _transformsEnabled: false_, but for some reason, it doesn't do anything.
",vernalkick,NONE,None,closed,2012-03-11T21:51:56Z,3,https://api.github.com/repos/metafizzy/isotope/issues/162/comments,https://github.com/metafizzy/isotope/issues/162,3603821,https://api.github.com/repos/metafizzy/isotope/issues/162,https://api.github.com/repos/metafizzy/isotope,https://api.github.com/users/vernalkick,1269855,https://github.com/vernalkick,1211978,isotope,https://github.com/metafizzy/isotope,:revolving_hearts: Filter & sort magical layouts,FALSE,2011-01-01T05:20:00Z,2020-06-30T17:42:53Z,1413,10015,HTML,2011-12-17T16:49:22Z,2020-06-25T15:00:22Z,19,16,"UX Manager at @Shopify, Co-Host of @LayoutFM."
Help with npm install on Windows 7 (Contextify breaks the build),"I am having issues installing ZombieJS on Windows 7: http://stackoverflow.com/questions/9851977/how-to-install-zombie-js-on-windows-7-node-js-headless-browser

Any known remedies?
",stefek99,NONE,None,closed,2012-03-24T13:20:11Z,6,https://api.github.com/repos/assaf/zombie/issues/301/comments,https://github.com/assaf/zombie/issues/301,3792157,https://api.github.com/repos/assaf/zombie/issues/301,https://api.github.com/repos/assaf/zombie,https://api.github.com/users/stefek99,249703,https://github.com/stefek99,1141441,zombie,https://github.com/assaf/zombie,"Insanely fast, full-stack, headless browser testing using node.js",FALSE,2010-12-05T23:17:43Z,2020-06-30T12:02:41Z,555,5438,JavaScript,2010-04-22T09:50:43Z,2020-03-26T13:05:31Z,79,119,Rational game-theory incentives. Effective altruism. Exponential technologies. Hack the planet 🌎🌍🌏
Saving Object with OneToMany and un-persisted children,"Attempting to save both the parent and children list of a OneToMany relationship fails with an error like:

```
org.datanucleus.exceptions.NucleusUserException: Field name: childs not found in Force.com object: Parent__c
```

Happens when we're expecting to insert both the parent and the children in the same transaction.

See more details in Stack Overflow question:

http://stackoverflow.com/questions/9671547/onetomany-returning-not-found-in-force-com-object
",jsimone,CONTRIBUTOR,None,closed,2012-03-12T17:36:38Z,2,https://api.github.com/repos/forcedotcom/java-sdk/issues/20/comments,https://github.com/forcedotcom/java-sdk/issues/20,3615462,https://api.github.com/repos/forcedotcom/java-sdk/issues/20,https://api.github.com/repos/forcedotcom/java-sdk,https://api.github.com/users/jsimone,505502,https://github.com/jsimone,1812602,java-sdk,https://github.com/forcedotcom/java-sdk,NO LONGER MAINTAINED: Database.com SDK for Java,FALSE,2011-05-28T00:52:03Z,2019-03-25T13:33:08Z,21,46,Java,2010-12-01T19:51:24Z,2020-06-22T10:55:55Z,72,51,
Linkification - Issue #14,"Based off:
http://stackoverflow.com/questions/37684/how-to-replace-plain-urls-with-links

Might need work, but may get us by for now.
",andrewtobin,CONTRIBUTOR,None,closed,2012-03-28T11:33:26Z,2,https://api.github.com/repos/shiftkey/thoughtstrike/issues/18/comments,https://github.com/shiftkey/thoughtstrike/pull/18,3849651,https://api.github.com/repos/shiftkey/thoughtstrike/issues/18,https://api.github.com/repos/shiftkey/thoughtstrike,https://api.github.com/users/andrewtobin,520748,https://github.com/andrewtobin,3815748,thoughtstrike,https://github.com/shiftkey/thoughtstrike,revamping ideastrike to use MVC4,FALSE,2012-03-24T07:39:19Z,2019-03-18T09:30:46Z,13,18,JavaScript,misson2 failed,,,,
"Collision if files in lib/assets, app/assets or my-gem/assets share names","When files in app/assets, lib/assets or some gems assets directory share the same name they collide (only one of them is included in the final package). Is this desired behavior or a bug?

E.g. lib/assets/javascripts/ember/app.js

```
window.EmberApp = Em.Application.create()
```

app/assets/javascripts/ember/app.js

```
EmberApp.reopen({

  // ...

})
```

http://guides.rubyonrails.org/asset_pipeline.html#adding-assets-to-your-gems
http://stackoverflow.com/questions/9257572/rails3-asset-pipeline-and-file-collisions
",sandstrom,NONE,None,closed,2012-03-20T17:43:33Z,0,https://api.github.com/repos/sstephenson/sprockets/issues/309/comments,https://github.com/sstephenson/sprockets/issues/309,3732289,https://api.github.com/repos/sstephenson/sprockets/issues/309,https://api.github.com/repos/sstephenson/sprockets,https://api.github.com/users/sandstrom,122287,https://github.com/sandstrom,misson failed,misson2 failed,,,,,,,,,,,,,
"Add a ""loading"" animation while waiting for API","Instead leaving the screen on whatever selection it is on for a few seconds while waiting for the API, we should probably show some kind of feedback so that the user knows something is happening: http://stackoverflow.com/questions/1136895/how-to-implement-a-loading-animation-when-navigating-in-a-iphone-app
",joshbetz,OWNER,feature/,closed,2012-03-25T15:11:02Z,12,https://api.github.com/repos/joshbetz/Hypersonic/issues/12/comments,https://github.com/joshbetz/Hypersonic/issues/12,3798758,https://api.github.com/repos/joshbetz/Hypersonic/issues/12,https://api.github.com/repos/joshbetz/Hypersonic,https://api.github.com/users/joshbetz,300429,https://github.com/joshbetz,misson failed,misson2 failed,,,,,,,,,,,,,
"""Target server failed to responed"" error message","What steps will reproduce the problem?
1. Update any of the bill option in the combobox.

What is the expected output? What do you see instead?

An exception occurs with err msg:

""target server faild to respond""

Reported on:
Samsung Galaxy S2  
HTC wildfire s
HTC DESIRE HD
",petarov,MEMBER,bug/,closed,2012-03-30T09:19:30Z,4,https://api.github.com/repos/vexelon-dot-net/myglob/issues/1/comments,https://github.com/vexelon-dot-net/myglob/issues/1,3894749,https://api.github.com/repos/vexelon-dot-net/myglob/issues/1,https://api.github.com/repos/vexelon-dot-net/myglob,https://api.github.com/users/petarov,547597,https://github.com/petarov,3867619,myglob,https://github.com/vexelon-dot-net/myglob,(Deprecated 🗄) Android App for Telenor BG customers,FALSE,2012-03-29T15:49:25Z,2020-02-09T16:41:45Z,6,0,Java,2011-01-04T20:53:02Z,2020-05-29T17:48:23Z,45,22,
prefs:root=TWITTER is not work on iOS 5.1,"According to http://stackoverflow.com/questions/9667921/prompt-login-alert-with-twitter-framework-in-ios5, Apple disabled the feature.
",kent013,OWNER,None,closed,2012-03-23T15:40:43Z,0,https://api.github.com/repos/kent013/PhotoSubmitter/issues/1/comments,https://github.com/kent013/PhotoSubmitter/issues/1,3781851,https://api.github.com/repos/kent013/PhotoSubmitter/issues/1,https://api.github.com/repos/kent013/PhotoSubmitter,https://api.github.com/users/kent013,356537,https://github.com/kent013,3635414,PhotoSubmitter,https://github.com/kent013/PhotoSubmitter,iOS5 Abstraction layer for Uploading photo to Web services.,FALSE,2012-03-06T06:59:17Z,2020-01-16T10:58:00Z,19,41,Objective-C,2010-08-06T19:22:31Z,2020-06-12T07:12:26Z,36,31,
omniauth,"https://github.com/intridea/omniauth
separate branch/tag?

https://github.com/chrissearle/omniauth-template

use devise (comes with omniauth)
http://stackoverflow.com/questions/5590114/rails-3-and-devise-omniauth-vs-facebook-connect
https://github.com/plataformatec/devise/wiki
",6,OWNER,enhancement/,closed,2012-03-29T05:59:37Z,0,https://api.github.com/repos/6/rails-on-rails/issues/3/comments,https://github.com/6/rails-on-rails/issues/3,3870496,https://api.github.com/repos/6/rails-on-rails/issues/3,https://api.github.com/repos/6/rails-on-rails,https://api.github.com/users/6,158675,https://github.com/6,3820902,rails-on-rails,https://github.com/6/rails-on-rails,most of my rails apps start out the same way,FALSE,2012-03-24T23:06:45Z,2014-03-12T02:36:16Z,0,0,Ruby,2009-11-26T21:48:59Z,2020-06-30T22:37:13Z,146,134,
The “[BUG] Segmentation fault”,"Refer to: http://stackoverflow.com/questions/9751235/how-to-solve-the-bug-segmentation-fault
",Backoo,NONE,Bug/Duplicate/ThirdParty/,closed,2012-03-17T15:51:09Z,2,https://api.github.com/repos/lsegal/yard/issues/503/comments,https://github.com/lsegal/yard/issues/503,3695017,https://api.github.com/repos/lsegal/yard/issues/503,https://api.github.com/repos/lsegal/yard,https://api.github.com/users/Backoo,570181,https://github.com/Backoo,1252,yard,https://github.com/lsegal/yard,"YARD is a Ruby Documentation tool. The Y stands for ""Yay!""",FALSE,2008-02-26T00:01:52Z,2020-07-01T11:17:16Z,341,1599,Ruby,2011-01-18T06:18:49Z,2020-05-14T20:15:54Z,1,5,
Updated ReSharper 7 to build 7.0.6.61,"There's been some minor namespace and signature changes in the test runner API causing the MSpec runner to crash. I updated the referenced ReSharper binaries and adjusted the test runner code so it works with the API changes.

Had to add a new build flag RESHARPER_7 to make some of the changes specific to the runner for RS7.

Related question on Stackoverflow:
http://stackoverflow.com/questions/9794704/using-mspec-with-visual-studio-11-beta-trouble-configuring-test-runner
",rmacfie,NONE,None,closed,2012-03-28T14:24:17Z,1,https://api.github.com/repos/machine/machine.specifications/issues/100/comments,https://github.com/machine/machine.specifications/pull/100,3853581,https://api.github.com/repos/machine/machine.specifications/issues/100,https://api.github.com/repos/machine/machine.specifications,https://api.github.com/users/rmacfie,201084,https://github.com/rmacfie,122044,machine.specifications,https://github.com/machine/machine.specifications,Machine.Specifications is a Context/Specification framework geared towards removing language noise and simplifying tests.,FALSE,2009-02-05T03:04:48Z,2020-06-19T10:13:59Z,184,776,C#,2010-02-10T14:22:08Z,2020-06-29T10:11:58Z,9,16,
"FormatException when deserializing data, slows UI",,kyvok,OWNER,None,closed,2012-03-26T05:17:29Z,1,https://api.github.com/repos/kyvok/TransitWP7/issues/77/comments,https://github.com/kyvok/TransitWP7/issues/77,3803221,https://api.github.com/repos/kyvok/TransitWP7/issues/77,https://api.github.com/repos/kyvok/TransitWP7,https://api.github.com/users/kyvok,1088891,https://github.com/kyvok,2539285,TransitWP7,https://github.com/kyvok/TransitWP7,,FALSE,2011-10-08T18:05:44Z,2013-12-13T06:31:08Z,0,2,C#,2011-09-29T05:38:41Z,2017-04-11T16:30:36Z,1,1,
multiple devices per chunk,"maybe use `mapply()` over `save_plot()`

http://stackoverflow.com/q/9659237/559676
",yihui,OWNER,Feature/,closed,2012-03-12T04:30:00Z,0,https://api.github.com/repos/yihui/knitr/issues/168/comments,https://github.com/yihui/knitr/issues/168,3606154,https://api.github.com/repos/yihui/knitr/issues/168,https://api.github.com/repos/yihui/knitr,https://api.github.com/users/yihui,163582,https://github.com/yihui,2594513,knitr,https://github.com/yihui/knitr,A general-purpose tool for dynamic report generation in R,FALSE,2011-10-17T20:09:04Z,2020-06-29T06:55:03Z,785,1935,R,2009-12-07T05:42:04Z,2020-06-26T14:39:41Z,6716,92,Software engineer @rstudio
>> indents 4 spaces,"I have my VS Text Editor/All Languages settings to indent **2** spaces, but whenever I use >> to indent, it tabs by 4 spaces, not 2.
",superwills,NONE,need more data/,closed,2012-03-30T16:41:07Z,28,https://api.github.com/repos/VsVim/VsVim/issues/843/comments,https://github.com/VsVim/VsVim/issues/843,3900959,https://api.github.com/repos/VsVim/VsVim/issues/843,https://api.github.com/repos/VsVim/VsVim,https://api.github.com/users/superwills,1211354,https://github.com/superwills,388860,VsVim,https://github.com/VsVim/VsVim,Vim Emulator Plugin for Visual Studio 2015+ ,FALSE,2009-11-29T01:59:00Z,2020-06-28T12:34:17Z,358,2983,C#,2011-11-21T21:01:52Z,2020-04-27T09:34:41Z,13,19,will is a programmer of a few years specializing mainly in C++
Impersonation blows up if the identity passed in the headers is null,"http://stackoverflow.com/questions/9685771/nservicebus-impersonation-issue-after-upgrading-from-2-6-to-3-0

http://tech.groups.yahoo.com/group/nservicebus/message/13140
",andreasohlund,MEMBER,None,closed,2012-03-13T16:12:27Z,0,https://api.github.com/repos/Particular/NServiceBus/issues/216/comments,https://github.com/Particular/NServiceBus/issues/216,3632124,https://api.github.com/repos/Particular/NServiceBus/issues/216,https://api.github.com/repos/Particular/NServiceBus,https://api.github.com/users/andreasohlund,125028,https://github.com/andreasohlund,1056713,NServiceBus,https://github.com/Particular/NServiceBus,The most popular service bus for .NET,FALSE,2010-11-06T12:54:52Z,2020-07-01T10:54:51Z,620,1659,C#,2009-09-09T18:38:20Z,2020-06-26T13:50:46Z,95,42,
REXML::Document replacing App Document Model,"Hiya,

I'm experiencing this exact problem: http://stackoverflow.com/questions/4133650/how-to-distinguish-class-classa-from-moduleclassa

I've added this gem as a devise strategy, and have a model named Document, after signing in any calls to an action from the  document controller uses the REXML::Document to evaluate against instead of my apps Document class.

What would be the best way to work around this issue?

Thanks!
Joe
",the-undefined,NONE,None,closed,2012-03-10T22:27:29Z,5,https://api.github.com/repos/omniauth/omniauth-saml/issues/3/comments,https://github.com/omniauth/omniauth-saml/issues/3,3597836,https://api.github.com/repos/omniauth/omniauth-saml/issues/3,https://api.github.com/repos/omniauth/omniauth-saml,https://api.github.com/users/the-undefined,191664,https://github.com/the-undefined,3443382,omniauth-saml,https://github.com/omniauth/omniauth-saml,A generic SAML strategy for OmniAuth,FALSE,2012-02-14T20:00:14Z,2020-06-30T02:00:11Z,193,254,Ruby,2010-01-28T16:27:47Z,2020-06-23T16:14:40Z,38,11,"Enjoys writing code, documentation and tests."
DELETE verb should also set contents in the request body,"Altough not 100% clear whether DELETE accepts content in it the body of the request or not, the buzz Browser class definition allows for content to be sent, but that content is never sent in the Curl client.

Some nice reference:

http://stackoverflow.com/questions/299628/is-an-entity-body-allowed-for-an-http-delete-request
",acasademont,CONTRIBUTOR,None,closed,2012-03-12T17:54:02Z,0,https://api.github.com/repos/kriswallsmith/Buzz/issues/52/comments,https://github.com/kriswallsmith/Buzz/pull/52,3615756,https://api.github.com/repos/kriswallsmith/Buzz/issues/52,https://api.github.com/repos/kriswallsmith/Buzz,https://api.github.com/users/acasademont,825021,https://github.com/acasademont,488520,Buzz,https://github.com/kriswallsmith/Buzz,PHP's lightweight HTTP client,FALSE,2010-01-26T00:55:30Z,2020-06-29T20:07:18Z,241,1811,PHP,2011-06-02T09:46:58Z,2020-06-16T13:51:05Z,45,56,
list_pagination_links leads to stack too deep error in production,"http://stackoverflow.com/questions/9851763/activescaffold-gives-stack-too-deep-error-can-not-find-any-recursion

It appears that something in my data causes this call to render to do something bad.  Does it go into a recursion itself, I'm not sure.  I know that if I replace list_pagination_links with the content ""FOO"", that it _still_ fails... it's the act of getting to it that is causing stack too deep.  If I comment out this render, I get a result.

This is with my infinite pagination patch, but not for a page that would have infinite pagination enabled.

(it's funny to post about stack too deep on stackoverflow.com...)
",mcr,NONE,None,closed,2012-03-24T14:31:03Z,2,https://api.github.com/repos/vhochstein/active_scaffold/issues/196/comments,https://github.com/vhochstein/active_scaffold/issues/196,3792429,https://api.github.com/repos/vhochstein/active_scaffold/issues/196,https://api.github.com/repos/vhochstein/active_scaffold,https://api.github.com/users/mcr,25774,https://github.com/mcr,619629,active_scaffold,https://github.com/vhochstein/active_scaffold,Rails 4 Version of activescaffold supporting jquery,TRUE,2010-04-20T14:18:32Z,2020-06-08T02:59:29Z,37,160,Ruby,2008-09-22T18:44:29Z,2020-06-15T15:48:42Z,135,138,"Michael Richardson is a self-taught programmer and consultant, and has been involved with network security systems since 1988. He has a B.Sc. Physics(1996)."
project pretty-printing is really slow for large projects,"For example, on a project with ~16k files, pretty-printing is taking well over a minute. This includes operations like prosjekt-setup and prosjekt-save, both of which end up using cl-prettyprint. Is there a faster alternative? Perhaps a custom alternative? Or perhaps the 'pp' library: http://stackoverflow.com/questions/3552106/pprint-in-emacs-lisp
",abingham,OWNER,None,closed,2012-03-16T07:54:08Z,0,https://api.github.com/repos/abingham/prosjekt/issues/16/comments,https://github.com/abingham/prosjekt/issues/16,3678825,https://api.github.com/repos/abingham/prosjekt/issues/16,https://api.github.com/repos/abingham/prosjekt,https://api.github.com/users/abingham,79224,https://github.com/abingham,3478843,prosjekt,https://github.com/abingham/prosjekt,"A emacs extension for working with ""projects""",FALSE,2012-02-18T15:15:08Z,2018-07-08T16:51:35Z,8,23,Emacs Lisp,2009-04-29T16:52:24Z,2020-06-17T05:51:28Z,118,206,Programmer. Co-founder and Technical Director of Sixty North.
tilecache view does not work on Windows,"The tilecache view does not work on Windows. If fails on `open` because it attempts to open an image without using the binary mode (`'b'`). It seems that to be safe binary mode should always be used when opening images. 

Relevant links:
- http://docs.python.org/library/functions.html#open
- http://stackoverflow.com/questions/2159794/why-python-on-windows-cant-read-an-image-in-binary-mode
",elemoine,CONTRIBUTOR,None,closed,2012-03-22T11:17:43Z,1,https://api.github.com/repos/camptocamp/c2cgeoportal/issues/123/comments,https://github.com/camptocamp/c2cgeoportal/pull/123,3761151,https://api.github.com/repos/camptocamp/c2cgeoportal/issues/123,https://api.github.com/repos/camptocamp/c2cgeoportal,https://api.github.com/users/elemoine,76594,https://github.com/elemoine,2932773,c2cgeoportal,https://github.com/camptocamp/c2cgeoportal,c2cgeoportal application,FALSE,2011-12-07T13:42:59Z,2020-07-01T07:37:04Z,42,45,PLpgSQL,2009-04-22T13:44:56Z,2020-05-30T07:37:54Z,94,60,
strange cropping error,"The details can be found here. A video illustration is also included.
http://stackoverflow.com/questions/9510568/jcrop-preview-contains-strange-error

Note that i am not the author of the post, I just have same issue.
",rozzerhmq,NONE,None,closed,2012-03-19T20:31:29Z,1,https://api.github.com/repos/tapmodo/Jcrop/issues/31/comments,https://github.com/tapmodo/Jcrop/issues/31,3717495,https://api.github.com/repos/tapmodo/Jcrop/issues/31,https://api.github.com/repos/tapmodo/Jcrop,https://api.github.com/users/rozzerhmq,1125713,https://github.com/rozzerhmq,930060,Jcrop,https://github.com/tapmodo/Jcrop,Jcrop - The Javascript Image Cropping Engine,FALSE,2010-09-22T08:23:09Z,2020-07-01T01:45:26Z,960,4186,JavaScript,misson2 failed,,,,
The path to developer frameworks,"I was not able to find SenTestingKit framework in _$(SDKROOT)/Developer/Library/Frameworks_ on my machine. Since SenTestingKit is required by Kiwi and in the podspec file for Kiwi is only the other path given, I had to add a second path. These paths are often mentioned together (see http://stackoverflow.com/a/9406210/670119).
",lukaskubanek,CONTRIBUTOR,None,closed,2012-03-05T13:54:57Z,1,https://api.github.com/repos/CocoaPods/Specs/issues/63/comments,https://github.com/CocoaPods/Specs/pull/63,3506548,https://api.github.com/repos/CocoaPods/Specs/issues/63,https://api.github.com/repos/CocoaPods/Specs,https://api.github.com/users/lukaskubanek,533299,https://github.com/lukaskubanek,misson failed,misson2 failed,,,,,,,,,,,,,
Building on osx with python 3.2,"I build from the latest commit (commit b765d87be8) on osx into a python3.2 virtualenv.

The instructions in README.osx were a life saver but there is one modification is required if you are building for python 3.2.  The fetch target in make.osx will only run under python.2x so I had to split the make into two steps.

Instead of
  make -f make.osx PREFIX=/Users/jdhunter/dev PYVERSION=2.6 \
    fetch deps mpl_install_std

I needed to run
  make -f make.osx PREFIX=/Users/jdhunter/dev PYVERSION=2.6 \
    fetch
  make -f make.osx PREFIX=/Users/jdhunter/dev PYVERSION=3.2 \
    deps mpl_install_std
",StephenFBrown,NONE,OS/Apple/,closed,2012-03-09T12:47:13Z,31,https://api.github.com/repos/matplotlib/matplotlib/issues/751/comments,https://github.com/matplotlib/matplotlib/issues/751,3582577,https://api.github.com/repos/matplotlib/matplotlib/issues/751,https://api.github.com/repos/matplotlib/matplotlib,https://api.github.com/users/StephenFBrown,1519956,https://github.com/StephenFBrown,misson failed,misson2 failed,,,,,,,,,,,,,
ambiguity strikes back [2.10] ,"Works in 2.9.1, fails in 2.10.0-M1

```scala
type Id[X] = X
trait Pointed[F[_]]
implicit val idInstance: Pointed[Id] = new Pointed[Id] {}
def point[F[_]: Pointed, A](a: A): F[A] = sys.error("""")
def ambigram[F[_]: Pointed]: F[Int] = point(0)
```

The error:

```scala
<console>:15: error: ambiguous implicit values:
 both value idInstance in of type => Pointed[Id]
 and value evidence$2 of type Pointed[F]
 match expected type Pointed[F]
           point(0)
                ^
```",scabug,NONE,infer/minimized/,closed,2012-03-15T20:39:49Z,3,https://api.github.com/repos/scala/bug/issues/5576/comments,https://github.com/scala/bug/issues/5576,220089206,https://api.github.com/repos/scala/bug/issues/5576,https://api.github.com/repos/scala/bug,https://api.github.com/users/scabug,26753039,https://github.com/scabug,misson failed,misson2 failed,,,,,,,,,,,,,
Facebook SDK logout issue,"Single Sign on in facebook SDK is great. But it only allows single sign on.....
When we call [facebook logout], it does not sign user out of the mobile safari. It is a pain even for us(developers) to figure out how to sign out of mobile safari and get back to the app smoothly.

Please take a look at this post in StackOverflow:  http://stackoverflow.com/questions/6226950/facebook-ios-sdk-logout-question

Let's get together and discuss about this when you are back. 
",Codier,CONTRIBUTOR,Improvement/Enhancement/,closed,2012-03-31T14:37:35Z,0,https://api.github.com/repos/PaintedOstrich/MappMe/issues/24/comments,https://github.com/PaintedOstrich/MappMe/issues/24,3910542,https://api.github.com/repos/PaintedOstrich/MappMe/issues/24,https://api.github.com/repos/PaintedOstrich/MappMe,https://api.github.com/users/Codier,711926,https://github.com/Codier,3488327,MappMe,https://github.com/PaintedOstrich/MappMe,,FALSE,2012-02-19T21:08:22Z,2014-04-14T02:33:14Z,0,3,Objective-C,2011-04-05T23:45:40Z,2020-06-30T03:05:10Z,58,14,
Set up sendmail,"Should be outbound only, no daemon.

Set up a new GA account just for the servers, sendmail should authenticate and use this to send mail.
",AWooldrige,OWNER,None,closed,2012-03-28T07:28:50Z,1,https://api.github.com/repos/AWooldrige/puppet/issues/18/comments,https://github.com/AWooldrige/puppet/issues/18,3845921,https://api.github.com/repos/AWooldrige/puppet/issues/18,https://api.github.com/repos/AWooldrige/puppet,https://api.github.com/users/AWooldrige,1318684,https://github.com/AWooldrige,3274525,puppet,https://github.com/AWooldrige/puppet,,FALSE,2012-01-26T14:54:37Z,2020-06-10T21:35:24Z,0,5,Puppet,2012-01-10T14:52:20Z,2020-06-10T14:45:06Z,9,8,
Set up sendmail,"Should be outbound only, no daemon.

Set up a new GA account just for the servers, sendmail should authenticate and use this to send mail.
",AWooldrige,OWNER,None,closed,2012-03-28T07:28:50Z,1,https://api.github.com/repos/AWooldrige/puppet/issues/18/comments,https://github.com/AWooldrige/puppet/issues/18,3845921,https://api.github.com/repos/AWooldrige/puppet/issues/18,https://api.github.com/repos/AWooldrige/puppet,https://api.github.com/users/AWooldrige,1318684,https://github.com/AWooldrige,misson failed,misson2 failed,,,,,,,,,,,,,
Catch the cmd/ctrl+s event in the iframe,"People hit cmd/ctrl+s out of habit frequently. While focused in the editor we should catch and destroy the event.
",OscarGodson,OWNER,0.1.0/Easy/Feature/,closed,2012-03-09T05:33:01Z,2,https://api.github.com/repos/OscarGodson/EpicEditor/issues/46/comments,https://github.com/OscarGodson/EpicEditor/issues/46,3578047,https://api.github.com/repos/OscarGodson/EpicEditor/issues/46,https://api.github.com/repos/OscarGodson/EpicEditor,https://api.github.com/users/OscarGodson,20615,https://github.com/OscarGodson,misson failed,2008-08-14T03:28:56Z,2020-06-24T06:45:39Z,275,61,"Partner at Bickford+Godson, and previously of Acorns (Director of Engineering), Vault (CTO), Piggybank (founder), Simple, Microsoft, and Yammer.",,,,,,,,,
ability to reuse some systemwide packages (while ignoring all others),"Being able to reuse some ""heavy"" systemwide packages (like ipython, numpy, etc.) would improve the speed of creating environment and decrease environment size.

Using custom bootstrap as suggested at:

http://stackoverflow.com/questions/9797122/linux-virtualenv-pip-using-some-system-packages

doesn't remove the need for download and longish compile ...
",gliptak,NONE,None,closed,2012-03-28T19:43:28Z,2,https://api.github.com/repos/pypa/virtualenv/issues/246/comments,https://github.com/pypa/virtualenv/issues/246,3861888,https://api.github.com/repos/pypa/virtualenv/issues/246,https://api.github.com/repos/pypa/virtualenv,https://api.github.com/users/gliptak,50109,https://github.com/gliptak,1446474,virtualenv,https://github.com/pypa/virtualenv,Virtual Python Environment builder,FALSE,2011-03-06T14:33:27Z,2020-07-01T00:49:33Z,842,3608,Python,misson2 failed,,,,
"Solve Caps in tagging, by adding an additional field, taglower.","http://stackoverflow.com/questions/5499451/case-insensitive-query-on-mongodb
",e1ven,OWNER,None,closed,2012-03-05T21:34:57Z,1,https://api.github.com/repos/e1ven/Tavern/issues/70/comments,https://github.com/e1ven/Tavern/issues/70,3514343,https://api.github.com/repos/e1ven/Tavern/issues/70,https://api.github.com/repos/e1ven/Tavern,https://api.github.com/users/e1ven,401330,https://github.com/e1ven,misson failed,misson2 failed,,,,,,,,,,,,,
Consumer stops processing events,"Hey

My readmodel stops consuming events of a certain type after the 1st one has gone through.

It looks like a similar issue to http://stackoverflow.com/questions/3284731/rabbitmq-message-consumers-stop-consuming-messages

do you have any idea why it would just stop consuming? always after the 1st one has been successfully processed.
",wayne-o,NONE,None,closed,2012-03-21T18:04:46Z,12,https://api.github.com/repos/haf/Documently/issues/16/comments,https://github.com/haf/Documently/issues/16,3750411,https://api.github.com/repos/haf/Documently/issues/16,https://api.github.com/repos/haf/Documently,https://api.github.com/users/wayne-o,178060,https://github.com/wayne-o,misson failed,misson2 failed,,,,,,,,,,,,,
unordered_map not fully available in VS 2008,"The code should compile with Visual Studio 2008, because of Windows XP SP0/SP1 support.

http://stackoverflow.com/questions/6314544/stdunordered-map-undeclared-identifier-using-visual-c-2008
",NtQuery,OWNER,None,closed,2012-03-14T19:39:26Z,1,https://api.github.com/repos/NtQuery/Scylla/issues/10/comments,https://github.com/NtQuery/Scylla/issues/10,3654913,https://api.github.com/repos/NtQuery/Scylla/issues/10,https://api.github.com/repos/NtQuery/Scylla,https://api.github.com/users/NtQuery,1048229,https://github.com/NtQuery,misson failed,misson2 failed,,,,,,,,,,,,,
Please document how to use a global config file,"http://stackoverflow.com/questions/9770968/passing-options-to-jshint

Sorry for the trivial question, but I'm trying to use jshint from the command line and can't understand how to correctly use a global config file. Please see the question on Stack Overflow for details on what I've tried.
",ripper234,NONE,None,closed,2012-03-19T13:28:25Z,4,https://api.github.com/repos/jshint/jshint/issues/483/comments,https://github.com/jshint/jshint/issues/483,3709677,https://api.github.com/repos/jshint/jshint/issues/483,https://api.github.com/repos/jshint/jshint,https://api.github.com/users/ripper234,172282,https://github.com/ripper234,misson failed,misson2 failed,,,,,,,,,,,,,
Detect missing libraries and move them,,carmaa,OWNER,optimization/,closed,2012-03-14T17:10:59Z,2,https://api.github.com/repos/carmaa/inception/issues/38/comments,https://github.com/carmaa/inception/issues/38,3652183,https://api.github.com/repos/carmaa/inception/issues/38,https://api.github.com/repos/carmaa/inception,https://api.github.com/users/carmaa,584586,https://github.com/carmaa,misson failed,2011-01-26T13:24:41Z,2020-05-13T20:43:23Z,136,12,"Consultant, hacker, technology enthusiast, and CEO at Transcendent Group Norway.",,,,,,,,,
Add get_headers method to BaseSignature,"Should return a dictionary of headers.  

You can use httplib2.  See here:

http://stackoverflow.com/questions/843392/python-get-http-headers-from-urllib-call

I have added httplib2 to the req.txt
",sggottlieb,OWNER,None,closed,2012-03-15T16:39:53Z,2,https://api.github.com/repos/sggottlieb/cmfieldguide/issues/1/comments,https://github.com/sggottlieb/cmfieldguide/issues/1,3669071,https://api.github.com/repos/sggottlieb/cmfieldguide/issues/1,https://api.github.com/repos/sggottlieb/cmfieldguide,https://api.github.com/users/sggottlieb,570620,https://github.com/sggottlieb,3708233,cmfieldguide,https://github.com/sggottlieb/cmfieldguide,Service to identify the CMS behind a website.,FALSE,2012-03-13T15:50:11Z,2020-03-26T17:51:36Z,4,17,Python,2011-01-18T12:41:28Z,2020-03-21T20:35:55Z,7,7,
